p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
0.0204088905463818	0.0413772638141859	0.459	0.416	1	OSBPL2
0.0204305839240853	-0.0305038467900268	0.122	0.155	1	SCARA5
0.0204791967241612	0.0598508819819385	0.199	0.165	1	GLOD4
0.0206064898794694	-0.0787419457959215	0.536	0.584	1	PPP2CA
0.0206255474616957	-0.033114568692432	0.087	0.115	1	BCAN
0.0206464515567197	0.0508241661220507	0.423	0.384	1	C17orf75
0.0206648354519219	-0.0685653435727567	0.198	0.233	1	SLC12A8
0.0207002176195645	0.0490706456457851	0.371	0.327	1	POGZ
0.0207487140787815	0.054747023046643	0.282	0.244	1	CTD-2545G14.7
0.0207821705130926	0.0447005308759659	0.379	0.339	1	HTATSF1
0.0208075976423755	0.0356076155351005	0.48	0.441	1	FAM134C
0.0208461003665807	0.063122244696828	0.444	0.416	1	YWHAE
0.0209125507015026	0.0807158591667368	0.233	0.196	1	GSTM5
0.0209205050579686	0.0762883095655167	0.58	0.532	1	MAPKBP1
0.0209232538411948	-0.0470501083079879	0.399	0.448	1	POLR3D
0.0209347212663079	0.0231251883720952	0.458	0.408	1	SNX17
0.0209437775748562	0.0331167016783063	0.4	0.354	1	KDM3B
0.0209524126289384	-0.0684929551598947	0.774	0.768	1	CD55
0.0209898283327763	0.0675635736529432	0.257	0.225	1	DHX40
0.0210025503586098	0.0577859071810916	0.397	0.355	1	ADGRG6
0.0210311132922236	0.051465227833165	0.521	0.486	1	ZNF219
0.0210774926424879	0.0429441946997529	0.384	0.343	1	DSTYK
0.0210804469128295	0.0433690246942494	0.111	0.083	1	BOLL
0.0210946350773914	0.050456503869698	0.361	0.32	1	VRK1
0.0211200854456219	-0.0476687801151877	0.268	0.309	1	SYNGR3
0.0212335929369943	-0.0457747412938269	0.324	0.373	1	SOCS5
0.0212336896472129	0.0101638855000975	0.202	0.24	1	ARMC9
0.0212425411300794	0.0159584255069292	0.431	0.379	1	MGAT4C
0.0212497762163335	0.12141686435369	0.377	0.34	1	ATRNL1
0.0212527745207917	-0.0491278137834641	0.355	0.403	1	CRELD2
0.0212748095981197	0.0294138432786442	0.134	0.103	1	CCND1
0.0213253497302836	0.0782266704388237	0.729	0.697	1	BBX
0.0213976271449394	0.0458202496103325	0.415	0.374	1	CTDSP2
0.0215047353628811	0.0463668822679551	0.387	0.342	1	POLQ
0.0215326360762776	0.0436475103146603	0.51	0.463	1	PKM
0.0215743394761876	0.0764492167242864	0.23	0.199	1	DNMT3B
0.0215775710222191	-0.0723236947351342	0.438	0.484	1	ACTA2
0.0216662842549869	0.0740414288968245	0.711	0.697	1	L3MBTL3
0.0217392478486878	0.0394606303282824	0.214	0.179	1	TMCO4
0.0218128126616512	0.0673387135260494	0.297	0.265	1	MKS1
0.0218174079161158	0.0614088555059344	0.346	0.308	1	IMPDH1
0.0218315463950631	0.0655580465366518	0.566	0.516	1	DNAJC1
0.0219462790783113	0.0579925998862298	0.312	0.275	1	GK
0.0219831283522045	0.0430537787043102	0.364	0.324	1	ARL2BP
0.0219916678832143	0.0354820144589779	0.334	0.298	1	SRSF10
0.022023922871729	-0.0666958665341524	0.264	0.304	1	AGBL1.1
0.0220376204991521	-0.0724873751907266	0.493	0.541	1	CTH
0.0220922559131075	0.0298691075347925	0.445	0.403	1	SDHAF3
0.0221020867066294	0.0453007518529177	0.302	0.264	1	POM121
0.0221023609118473	0.0451948293462058	0.25	0.213	1	EFNA4
0.0221024285348423	-0.0371743904618037	0.084	0.111	1	OSR2
0.0221105076660899	-0.0597238242999378	0.365	0.408	1	ZNF566
0.0221119539507988	-0.0264031245152024	0.118	0.15	1	C1orf61
0.0221205914506914	0.0616620211679052	0.365	0.32	1	GRIN3A
0.0221488022788043	0.0331875051120518	0.343	0.302	1	DYNLT1
0.0221797033428385	0.0282919286543517	0.236	0.204	1	AGMO
0.0221987122088757	0.0450372240170775	0.736	0.693	1	IPO11
0.0222706115551054	-0.0421576990947572	0.43	0.491	1	UBFD1
0.0222961422037137	0.0518308595800189	0.686	0.642	1	SKA2
0.0223096937084356	0.0246420936062488	0.411	0.37	1	TMED1
0.0223801487593968	0.0571646879324368	0.847	0.809	1	C7orf55-LUC7L2
0.0223845887822121	0.0261725345249315	0.107	0.079	1	SCN1A
0.0223981077748633	0.0832847821365758	0.51	0.486	1	SRSF6
0.0224121307141817	0.0241507673623147	0.53	0.471	1	DNAJB5
0.0224764055702844	0.0448843902804075	0.234	0.198	1	FANCG
0.0224971404878588	-0.098099834745448	0.394	0.429	1	FHOD1
0.022604743768848	-0.0628098717332218	0.532	0.568	1	GPSM3
0.0226920593426417	0.0594545138034508	0.317	0.287	1	TRMT10C
0.0227416941294166	0.0233644443195127	0.108	0.081	1	CEP295NL
0.0227977640969118	-0.0524334092615071	0.727	0.74	1	MED15
0.0229605013634831	-0.0760639249486316	0.395	0.439	1	RGS2
0.0229690603977512	-0.0595702672513762	0.517	0.552	1	NOTCH4
0.0230698394660823	0.0479395535615291	0.562	0.523	1	RBM4
0.0231059022186002	0.0594210474835482	0.438	0.406	1	ATP6V1G1
0.0231074422401782	0.0332474734656066	0.148	0.115	1	PCDHGA12
0.0231386360569284	0.0652547141648865	0.299	0.263	1	PFDN1
0.023171146381992	-0.0520338083826987	0.308	0.352	1	SKAP2
0.0232124041732995	0.0731390112375863	0.544	0.522	1	ERBB4
0.0232383550276125	0.03985579608019	0.373	0.339	1	SNU13
0.0232514826908912	0.054379807257556	0.677	0.64	1	C14orf119
0.023254447295232	0.0452847182499147	0.368	0.33	1	MRPL4
0.0232831553396472	-0.0792154181849887	0.217	0.253	1	ZBTB43
0.0233209331900676	0.0618404112324367	0.385	0.345	1	CASC3
0.023401570240496	-0.0446114150874158	0.257	0.302	1	PRRT2
0.0234230211564555	0.0373643933194787	0.229	0.194	1	POLR2G
0.0234956362692597	-0.0780794776933127	0.339	0.38	1	DCK
0.0235135245454861	0.0547279603297461	0.634	0.605	1	PKN2
0.0235775621367481	-0.100559928502959	0.196	0.233	1	TET1
0.0236077594040712	0.0444006326135883	0.291	0.252	1	GPR146
0.0236170951939514	0.0562074299598574	0.686	0.642	1	PRR11
0.0236986970180783	-0.0414990169056633	0.287	0.335	1	ATP2A3
0.0237057510985472	-0.0563325264918981	0.248	0.29	1	LTB4R2
0.023719645643036	-0.0398426519891184	0.587	0.621	1	SRSF5
0.0237848499060821	-0.0333728216429144	0.179	0.218	1	TSTD3
0.0238465496482892	0.0417049948084898	0.628	0.576	1	FAM212B
0.0238709716718794	-0.0653459603074333	0.674	0.697	1	ACYP2
0.0238969945391575	0.0389082874461579	0.81	0.767	1	RP11-474G23.1
0.023962174777599	0.0561322616871437	0.559	0.526	1	CENPA
0.0240128773715372	-0.0275462397196887	0.101	0.131	1	SLC25A27
0.0240453631251246	-0.0553222777505023	0.177	0.213	1	TTLL7
0.0240706308463515	0.0664576009692194	0.5	0.467	1	SYDE2
0.0240950522537522	0.063205308014167	0.172	0.141	1	STAP1
0.024099846393596	-0.109317609267504	0.629	0.663	1	PRKCE
0.0241017663966103	0.0295730073586252	0.536	0.494	1	SCYL2
0.0241057298413989	0.0467371630571283	0.495	0.459	1	AKAP8
0.0241532805751671	0.0343480445102669	0.267	0.228	1	TRAF3IP2
0.0241832258494345	0.0436932202048004	0.372	0.338	1	CSNK1E
0.0241891263583213	-0.0709517755790152	0.285	0.332	1	HPS3
0.0242033179008348	0.0561198430153772	0.254	0.222	1	TMEM177
0.0242275802120398	0.0376767844324913	0.294	0.252	1	MYH10
0.0242303826949729	-0.0930050759680923	0.546	0.584	1	ELF4
0.0242411802263847	-0.0501552321938315	0.267	0.31	1	SNRPC
0.0242452304854764	0.021750521247515	0.265	0.312	1	NREP
0.0242480061454489	0.0450279484571033	0.573	0.534	1	MVK
0.0243030583535691	-0.0362254915332083	0.163	0.198	1	PROB1
0.0243279755561196	0.0137103469746341	0.362	0.325	1	NSDHL
0.0243336956400148	-0.0472214187412898	0.707	0.745	1	AGO2
0.0243338589871645	0.0557974242792323	0.557	0.521	1	OXCT1
0.0243506918507816	0.0743443115705506	0.366	0.329	1	TMEM71
0.0243696743846679	0.0615784790031569	0.357	0.315	1	GRPEL2
0.0243850291492623	-0.0333025031680336	0.206	0.25	1	VMA21
0.0244197995838065	0.0329925533886339	0.144	0.114	1	TNFSF12
0.0244318641876431	-0.0566031454509336	0.163	0.196	1	KHDC1
0.0244621309025369	0.0417010394129412	0.409	0.362	1	SPRTN
0.0244925017511191	-0.0457019284283294	0.493	0.539	1	ABL1
0.0245535784761828	0.0802755439536618	0.174	0.143	1	COL24A1
0.0245588918724303	0.0464416951917933	0.131	0.104	1	ECHDC3
0.0245701144274839	-0.071795862376723	0.777	0.793	1	CAST
0.0245806370750311	0.0715967164021423	0.396	0.364	1	PGM1
0.0246280477730041	0.0371634541868305	0.117	0.091	1	PSORS1C1
0.0246447238643524	-0.0430770389274896	0.207	0.248	1	COPG2
0.0246467459168745	0.0501408634301446	0.173	0.143	1	SIRT6
0.0246809063997556	-0.0764256803146827	0.551	0.582	1	PEAK1
0.0247120677975839	0.0496973996074379	0.789	0.753	1	ARHGDIB
0.0247581042483111	-0.0391501732637502	0.356	0.408	1	PDZD8
0.0247851317513558	0.0556119316014834	0.847	0.81	1	LUC7L2
0.0248893173875935	0.0699627954859712	0.635	0.598	1	PDS5B
0.0248928203749841	0.0470982629653851	0.444	0.402	1	RPL41
0.0248943478383366	0.0359255613798773	0.378	0.343	1	CCDC93
0.0249134139617696	0.0737937108580158	0.469	0.437	1	FOXK1
0.024916629194255	-0.0520565770797317	0.266	0.308	1	EXOG
0.0249479421301328	-0.0585157168429064	0.196	0.235	1	RAB33A
0.0249702336241101	-0.0305187901298373	0.09	0.118	1	FAM171A2
0.0249806052951641	0.0371738633479927	0.581	0.551	1	C14orf1
0.0249856719062013	-0.0731249660869882	0.327	0.368	1	BIN2
0.0250528673055233	0.0534700425119629	0.412	0.372	1	RNF123
0.025104777462493	0.0448092178937455	0.529	0.493	1	ANKRD23
0.0251736236336887	0.0671231292434938	0.305	0.267	1	FAR2
0.0251859324966417	-0.0723929403831176	0.689	0.712	1	RP11-145E5.5
0.0251895792123484	0.0433703792932749	0.543	0.508	1	STRA13
0.0252856283576621	0.0684729957868219	0.519	0.491	1	NAB1
0.0252982952457076	-0.024610849547115	0.093	0.121	1	IGFBP5
0.0253734673951213	0.0459782159671758	0.246	0.209	1	ATP6V1G3
0.0254524183371577	0.0620540179782363	0.198	0.165	1	CHUK
0.0254674617657935	0.0268336969595087	0.449	0.411	1	C19orf38
0.0254722230512352	-0.0477283665588641	0.106	0.134	1	SPIN2B
0.0255340706007852	-0.0439561229051233	0.128	0.158	1	TRIQK
0.0255497079501987	0.0624950767632722	0.473	0.429	1	CUL1
0.0256708488355748	0.0482204782233661	0.396	0.353	1	ZNF804B
0.0256929708227979	0.0364158742771805	0.755	0.722	1	FRYL
0.025702054438593	-0.0436935097978991	0.148	0.184	1	ZKSCAN3
0.0257153070818718	0.0858138513512148	0.456	0.432	1	CENPK
0.0257179832686003	-0.0684206232028541	0.262	0.303	1	SLC1A5
0.0257277871157313	0.0231355361132877	0.454	0.404	1	EIF2B4
0.0257411264794049	0.0663612827242167	0.233	0.207	1	ZNF552
0.0257630089334344	0.0427654517690533	0.119	0.091	1	PTGR1
0.0258538440978327	-0.0574969915888544	0.444	0.498	1	AK7
0.0258566794805186	0.0881630513628269	0.455	0.427	1	PSMC5
0.0258681889494834	0.00105167664971162	0.614	0.574	1	MAML1
0.025868559617036	-0.0430996113381604	0.083	0.109	1	KCTD17
0.0259796567978323	-0.0597123488412749	0.39	0.429	1	PELO
0.0259834730901057	0.0585810711544402	0.188	0.154	1	CTTNBP2NL
0.0259911251055592	0.076016587769412	0.309	0.273	1	SARS
0.0259923028242743	0.0445582422403381	0.133	0.105	1	RAC3
0.0260113576320751	-0.0804186420445054	0.319	0.353	1	EDARADD
0.0260251229888333	-0.0528039879673798	0.376	0.423	1	CTC-487M23.8
0.0260256381694206	0.067949709970383	0.721	0.701	1	PTPRD
0.0260421018217478	-0.0982761027622279	0.726	0.731	1	NBN
0.026077911192622	0.0660107281300021	0.503	0.463	1	UBE2B
0.0261359961040055	0.0703304043135875	0.395	0.365	1	ZNF527
0.026184192449197	0.033405998493337	0.372	0.332	1	CASP10
0.0261965317813053	0.0477977158569168	0.597	0.567	1	NR2C2
0.0262216392012084	0.0487770597469496	0.515	0.483	1	CCDC148
0.026260104906822	0.0577459020731676	0.302	0.264	1	DCTN3
0.0262807922827817	-0.1156639495931	0.281	0.319	1	ATF7IP2
0.0262919884007604	0.041795355563337	0.102	0.076	1	C1orf115
0.0263162337887388	0.0158322279723855	0.56	0.502	1	CEP97
0.0263385890092752	0.0595202577269844	0.83	0.81	1	C8orf44-SGK3
0.0263810135740928	0.0549252878691268	0.485	0.453	1	FLYWCH2
0.0264521352901655	0.0427015469222586	0.579	0.548	1	PRMT5
0.0264682362344318	0.0625878169481377	0.206	0.176	1	ATAD3B
0.0264914623418899	-0.0581885668227714	0.585	0.633	1	CFAP97
0.0264938298462213	0.060603104028916	0.592	0.554	1	PHF3
0.0265254605034891	-0.0417494314683514	0.305	0.345	1	SBF2
0.0265315830225489	-0.0348939871153612	0.133	0.166	1	JPH3
0.0265700501885221	0.0264302057359694	0.205	0.169	1	NDUFA13
0.026578442362907	0.0399171205238344	0.307	0.27	1	ZNF571
0.0266200898640971	0.0524426109060056	0.399	0.365	1	AC010547.9
0.0266807964530988	-0.0131644858900316	0.087	0.114	1	GRHL2
0.0266987488818978	-0.0094715595076133	0.156	0.194	1	FLT1
0.0267010271739713	0.0875869572955865	0.416	0.387	1	FLT3LG
0.0267432401941749	-0.0437336703778653	0.131	0.164	1	TGFB2
0.0267735585122259	0.0763860502788996	0.626	0.572	1	UMODL1
0.0267771102140521	-0.0631656660129621	0.504	0.562	1	DCLRE1B
0.0268175746802352	0.0420060258623904	0.723	0.7	1	KDM7A
0.0268524404162838	0.0612914464939971	0.16	0.128	1	SMC1B
0.0268539902173871	0.0468838798844464	0.567	0.533	1	IER2
0.0269335865050567	0.0481495159627205	0.121	0.093	1	MMP9
0.0270021311961886	-0.0742345904325715	0.622	0.651	1	NME7
0.0270441449782569	-0.0543241090370228	0.514	0.567	1	NAB2
0.0270537299151932	0.0296478667669856	0.663	0.618	1	THRAP3
0.0270648199319451	0.0217850943330928	0.509	0.463	1	USHBP1
0.0270906864426661	-0.0692037614377902	0.427	0.474	1	TDG
0.027108878225191	0.0552917196466731	0.253	0.218	1	ZNF85
0.027195571600305	0.0455860427997726	0.393	0.357	1	MUTYH
0.0272167416721527	0.0462026388567051	0.522	0.476	1	OPN3
0.0272662662586624	0.0429887461829365	0.393	0.363	1	HIST1H3H
0.0272851025688113	-0.0412504905341584	0.848	0.87	1	KAT6B
0.0272983694981454	0.0318691483797969	0.121	0.093	1	C18orf63
0.0273356321014702	0.036383233948432	0.344	0.3	1	CDK1
0.0273358691024552	-0.0539009640664119	0.201	0.239	1	TMEM150A
0.027342199855511	-0.0722898914330845	0.674	0.695	1	RNF44
0.0273502031310931	-0.0634175641899285	0.28	0.325	1	DUSP8
0.0273813175131723	-0.0590704111441019	0.573	0.607	1	ALCAM
0.0273860359878738	-0.0580228693721382	0.341	0.39	1	SLF1
0.0273885088309048	0.0985525753551713	0.184	0.151	1	ENOX1
0.0274365774600563	-0.04556594253696	0.178	0.212	1	FCHSD1
0.0274559663734166	0.0497793868016395	0.321	0.289	1	ADGRL1
0.0274980407642413	0.0382697543154585	0.116	0.089	1	TMEM159
0.0275731992862807	-0.0856566977869591	0.863	0.872	1	FOSB
0.0275862339201655	-0.0865285123030605	0.458	0.503	1	KLC2
0.0276265996076066	-0.0764948027986541	0.353	0.394	1	GADD45B
0.0276372137844048	0.0867297080583029	0.247	0.215	1	MAP7
0.0277467477408807	-0.0826739041484467	0.559	0.584	1	ZNF276
0.0277604008356922	0.0749736668486519	0.375	0.347	1	ATF4
0.0277621458961232	-0.0636020325162545	0.268	0.308	1	CIDEB
0.0277734512031654	0.0421658632868046	0.569	0.532	1	IFT172
0.0277783817930209	0.065647252034477	0.588	0.566	1	SDE2
0.0277868951216986	-0.0570512119138174	0.248	0.288	1	PPARA
0.0277970320504776	-0.0716674696697326	0.451	0.498	1	REPS1
0.0278228126590547	0.0505421182694806	0.138	0.11	1	GALR2
0.0278441148159197	0.0672487368652108	0.824	0.782	1	MARK4
0.0278503384917317	-0.0476313722270525	0.451	0.504	1	TBRG4
0.0278761495100219	0.0200330280023222	0.139	0.109	1	HORMAD2
0.0278822710615761	0.0485461482286178	0.243	0.209	1	SIRT4
0.0278834897052104	-0.0717258941407968	0.312	0.352	1	STARD5
0.027907880276065	-0.0437275677106625	0.223	0.267	1	SDHAF4
0.0279367346995364	0.0112603524850208	0.306	0.27	1	LUZP2
0.0280155112573504	-0.0785877862799553	0.493	0.526	1	TSPYL2
0.0280242001546539	0.0364669001716125	0.358	0.317	1	WRN
0.028052451940809	0.035421957823525	0.523	0.486	1	SYS1-DBNDD2
0.0280629972074659	-0.0501969310965169	0.137	0.171	1	BAHCC1
0.0281283532897601	-0.0787381333140955	0.463	0.498	1	C6orf106
0.028144434391617	0.0361439619330393	0.112	0.085	1	ONECUT1
0.0281465907649646	0.0404100292530674	0.763	0.727	1	FAM117B
0.0281562411718303	-0.0676172893939886	0.358	0.393	1	ITSN2
0.0281880616069546	-0.0659462634205648	0.705	0.71	1	PRKAG2
0.0281910568936665	0.040311435967911	0.138	0.109	1	MRPS34
0.0282033152413886	-0.057202727404578	0.165	0.202	1	ZSCAN22
0.0282084576906027	0.0389579437945378	0.197	0.16	1	TPX2
0.0282306409520455	0.062953389628734	0.167	0.136	1	DYRK4
0.0282520043791276	0.0422759896474865	0.321	0.284	1	ZNF540
0.0283217868845423	0.0838384865122944	0.383	0.354	1	PFKM
0.0283296046843633	-0.102039183803718	0.38	0.423	1	SORBS1
0.028369276885585	0.086221268807022	0.637	0.62	1	PTGER4
0.0284415827046222	0.0397223692268187	0.517	0.476	1	PCBP2
0.0284698322723922	0.0547080537917426	0.56	0.534	1	TRIM37
0.0285594714021865	-0.0909926687051828	0.089	0.115	1	RGSL1
0.028599711132651	-0.0350188875138753	0.167	0.203	1	ABCD4
0.0286124050555544	0.0512397283842879	0.506	0.477	1	ZNF436
0.0286274551558458	0.0648091141647408	0.547	0.526	1	SKP1
0.0286373858059893	0.0281414330033221	0.322	0.28	1	CENPI
0.0286693880486598	-0.0307472508716781	0.505	0.541	1	GMDS
0.0286718036786287	-0.0406347394468891	0.106	0.135	1	IRF8
0.0286743386582237	-0.0519314234867772	0.089	0.115	1	PORCN
0.0286876201237459	-0.0243767666279314	0.124	0.158	1	PILRA
0.0286997736807969	0.0433968719797449	0.208	0.173	1	USP27X
0.0287070191863815	-0.0012925101088315	0.142	0.115	1	MGST1
0.0287117004189901	0.0402858178597839	0.219	0.186	1	RNASEK
0.0287239781068104	-0.0622712847445831	0.517	0.553	1	CAMKK2
0.0287328545890002	-0.0511818488494467	0.247	0.287	1	NCEH1
0.0287470590253709	0.0478205068349622	0.623	0.592	1	GSTZ1
0.0287517252432846	0.0333577945759473	0.298	0.257	1	ARPP19
0.0288417148731876	0.0478611362159915	0.538	0.492	1	SIDT1
0.0288452852124461	0.060451950243531	0.572	0.539	1	CSDE1
0.0288663533326905	-0.0295076397095567	0.078	0.104	1	TLR9
0.0288689368247809	0.0492528136270875	0.377	0.343	1	RIBC1
0.0289444376970127	0.0309598500336609	0.118	0.09	1	GIMAP6
0.0290425617202473	-0.0638367871316524	0.496	0.528	1	RPS19
0.0290549249275094	0.0576200212009744	0.393	0.362	1	GPC2
0.0291357852375192	-0.0457627020709137	0.406	0.459	1	RBM10
0.0291481132294827	0.0421791902533935	0.109	0.083	1	CELA1
0.0291589237973287	0.0635366198099139	0.112	0.086	1	HSPG2
0.0291591946592867	-0.0466406157588611	0.221	0.26	1	ICAM5
0.0292247197738279	-0.0507832589725403	0.658	0.68	1	PRRC2C
0.0292262782180742	0.0663378251351071	0.345	0.312	1	TYMP
0.0292418267367416	-0.0732501467350839	0.752	0.765	1	PCGF5
0.0292550993192523	-0.0239585596636196	0.283	0.33	1	TRMT12
0.029289804428228	0.0646422154508913	0.357	0.327	1	TNFRSF10B
0.029313266297384	0.0625538063567305	0.434	0.398	1	WDR53
0.0293144701928937	0.0483058268800346	0.403	0.365	1	EPSTI1
0.0294160821499079	0.0600743034894075	0.416	0.383	1	CLIC4
0.0294179430279582	-0.066872542677196	0.38	0.418	1	BTG3
0.0294337495343743	0.0287170280516677	0.402	0.363	1	LCMT1
0.0294566173205286	-0.0276827581958111	0.102	0.131	1	ZNF880
0.0294595533200467	0.0526525852840941	0.149	0.121	1	OAZ3
0.0294945085023128	-0.0485213390799272	0.22	0.26	1	PIK3CG
0.0295331788113014	0.0534417962669371	0.379	0.343	1	SMYD2
0.0296613657511952	-0.0704097197433911	0.354	0.394	1	SEC61B
0.0296761630118358	0.0528360514492612	0.427	0.399	1	ZNF791
0.0298092242493508	0.0395689836630011	0.812	0.801	1	BICDL1
0.0298127904951013	0.042573012611234	0.222	0.186	1	CCDC117
0.0298151588533596	0.0650171958159284	0.465	0.437	1	CLPB
0.0298213878341515	0.0765243441104441	0.24	0.207	1	PARD3
0.0298388429447006	-0.0145525534424188	0.15	0.188	1	ATAT1
0.0298512156306528	0.0525746066192112	0.182	0.153	1	PRR19
0.0298688892810137	0.0370921134634811	0.431	0.377	1	ADAM19
0.0299214914307093	0.0429219257269311	0.668	0.653	1	ZBTB37
0.0299848279936514	-0.0353144192799358	0.301	0.352	1	SUPT6H
0.0300017720897894	0.0471225282349669	0.298	0.262	1	C1orf101
0.0300137867333986	0.0715350215190209	0.729	0.702	1	MBD5
0.0300203011734843	-0.0419776739961033	0.601	0.638	1	APTX
0.0300220381811423	-0.0565627048368251	0.491	0.538	1	DDX18
0.0300433018677264	0.0344380025107514	0.191	0.158	1	FASTKD5
0.0301203772312304	0.0416039928183651	0.831	0.806	1	SEC31A
0.0301497296414653	0.040440309426143	0.111	0.085	1	CLMN
0.0301976484328585	0.0679545150697645	0.184	0.154	1	PDE1A
0.0303104806587865	0.0420899356937006	0.512	0.478	1	ANKRD39
0.0303371265201763	-0.050901948498441	0.258	0.297	1	AL358852.1
0.0303520469640885	-0.0663375744757433	0.515	0.554	1	IRAK2
0.0303718999351326	0.050091390191265	0.667	0.643	1	AHCYL2
0.0303742651366565	0.0844207286702162	0.467	0.441	1	FTSJ3
0.030384377992058	0.040474763617392	0.628	0.599	1	SP2
0.0303905412965385	0.095477968133532	0.552	0.534	1	XRCC5
0.0303920974956762	0.0575260722525766	0.527	0.492	1	MBD3L1
0.0304097898740112	-0.0700670086665267	0.267	0.308	1	TMCC2
0.0304544518300229	-0.0567377134940166	0.281	0.32	1	IER5L
0.0304555436587403	0.043944768140035	0.485	0.454	1	GTF3C5
0.0304700352446708	0.0596528994974677	0.516	0.476	1	TERF2IP
0.0304925176248101	0.0334435517687229	0.329	0.29	1	RP11-500M8.7
0.0304998409253202	0.057713940165777	0.543	0.501	1	M6PR
0.0305100803682768	0.0303526745378119	0.704	0.661	1	ZC3H10
0.0305921836599742	0.0525880569117378	0.36	0.318	1	TMIGD3
0.030605456219491	-0.0726661259060749	0.414	0.457	1	PPAN
0.0306344827323991	0.0378901036937131	0.114	0.088	1	SIRT7
0.0306886131821018	0.0632652175114909	0.369	0.338	1	GAR1
0.0308476948672713	-0.108113964516321	0.302	0.345	1	L3MBTL1
0.0308514330920922	-0.06872740105328	0.188	0.22	1	MYEOV
0.0309595862760043	0.0461038676617948	0.112	0.085	1	NCF2
0.0309664138553148	0.0314014882409978	0.642	0.611	1	POMT2
0.0310002154955132	0.0587998157428404	0.533	0.502	1	SF3B1
0.0310076939972946	0.0491706748987051	0.596	0.563	1	IFT140
0.031023950848344	0.0652411328207766	0.638	0.613	1	TP53BP1
0.0310338068872923	0.052587760076236	0.298	0.263	1	RP11-343C2.9
0.0310498941706301	-0.0484426805028871	0.127	0.156	1	GLIS2
0.0310587918036681	-0.0401746104521631	0.13	0.161	1	RHOU
0.0310658627009499	0.072187614419554	0.185	0.154	1	KCNK12
0.0311152098560952	-0.0587998481076264	0.429	0.476	1	C3orf18
0.0311229265953785	0.05942500059558	0.144	0.116	1	NRP2
0.0311257026016115	0.0465927794555718	0.811	0.793	1	OSBP
0.0311762912046896	0.0389765133991028	0.146	0.116	1	PRND
0.0312301005497487	-0.0488986957835508	0.456	0.506	1	FGGY
0.0312864149407148	-0.0753270243187955	0.086	0.111	1	LDB2
0.0312990132821548	0.0509904786502351	0.224	0.189	1	FAM50B
0.0313447348714919	0.0995240948688639	0.531	0.504	1	NHSL1
0.03135656583612	-0.0829974142771304	0.461	0.496	1	KIFAP3
0.0313724044707361	-0.063523986812497	0.956	0.966	1	FYN
0.0314145498087627	-0.0368316514297443	0.263	0.304	1	FAM136A
0.0314666799846973	-0.043939113661928	0.151	0.184	1	RTN4RL2
0.0314794773553413	0.0243765883279773	0.17	0.135	1	UNC13C
0.0314942313901138	-0.0370969435837699	0.144	0.175	1	DDN
0.0314958311803911	0.0623050620230706	0.156	0.126	1	EPB41L4B
0.031515828251846	0.0615149588881286	0.221	0.19	1	DIRC3
0.0315592699713355	0.036450143218701	0.469	0.427	1	CHAF1A
0.0315718610494625	-0.0677408936621079	0.555	0.603	1	PACS2
0.0316045571609881	0.0440301310859196	0.372	0.335	1	SMNDC1
0.0316421723466439	-0.0508714792132482	0.355	0.399	1	TFG
0.0317735226402599	0.0360214376019138	0.274	0.235	1	SYNE3
0.0317748955446128	0.016285517959193	0.367	0.332	1	RNF181
0.0318120070910709	0.0637823155240964	0.435	0.399	1	DMD
0.0318226027976914	-0.058343344452199	0.205	0.242	1	CYB561
0.0318252973168833	0.0273787686750363	0.133	0.105	1	FILIP1
0.0318386297447258	0.0543696751471644	0.544	0.522	1	LY9
0.0318689593709677	0.0746476383982994	0.258	0.228	1	ESRRG
0.031878453871981	-0.0202328835563358	0.105	0.134	1	MTHFSD
0.0319110881192291	0.0621172824932885	0.39	0.364	1	CREG1
0.0320287949742878	0.049372463152332	0.426	0.393	1	TTC32
0.0320897888995861	0.0364721356762452	0.66	0.622	1	WDR81
0.0321253377768013	0.0581413825912448	0.162	0.134	1	GPRIN1
0.0321271712505693	0.0369573693971115	0.495	0.453	1	PSMD3
0.0321739541013159	-0.059216277464828	0.08	0.105	1	APOBEC3G
0.032179010111582	0.0520640945047788	0.47	0.423	1	ATG9B
0.0322066800396294	0.0803840826406479	0.747	0.716	1	RPTOR
0.0322340987934689	0.0340642385505829	0.548	0.513	1	TOM1
0.0322815909226123	-0.0662338279728437	0.175	0.205	1	SPN
0.0322822509122229	0.0422639387765613	0.163	0.134	1	ZNF624
0.0323133666370303	-0.0539152396898811	0.321	0.365	1	E2F5
0.0323212748648151	0.0499823656951733	0.387	0.355	1	NKIRAS2
0.0323676572625371	0.0486444176945344	0.387	0.347	1	KIAA1033
0.0323900913660337	0.0518248084620662	0.401	0.368	1	SMC1A
0.0324873718256655	0.0457916744403369	0.328	0.295	1	ZNF628
0.0325349526293535	0.08065384933888	0.133	0.106	1	ANO4
0.0326437616786644	0.0281090258174894	0.115	0.088	1	MRVI1
0.0326617054873196	-0.0553036800511384	0.215	0.255	1	BTBD1
0.0326858925902745	0.0460759127689234	0.778	0.757	1	FBRS
0.0327815366343083	0.0539825725292448	0.529	0.492	1	ZNF558
0.0327967929936416	-0.112867309567848	0.187	0.155	1	XIRP2
0.0328150166995658	-0.0339546071769246	0.078	0.103	1	CASP1
0.0328317645421133	0.0384728640867146	0.493	0.444	1	MYB
