p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
0.0578247669641454	-0.121296738463189	0.528	0.602	1	IST1
0.0578672585750395	-0.196827413589245	0.177	0.246	1	TMEM5
0.0578992064645806	-0.275240612637041	0.149	0.209	1	HPS4
0.0579012612546872	0.206263754425146	0.141	0.085	1	TSPAN15
0.0579120156262961	0.107333752469827	0.336	0.265	1	RAB11FIP1
0.0580399016770172	0.233348278733188	0.424	0.37	1	USP35
0.0580878940523263	0.320516637424554	0.306	0.251	1	GSG1
0.0581933228893489	0.294599170125054	0.288	0.227	1	SGSM3
0.0582400834897693	-0.334567741866681	0.114	0.171	1	C1orf53
0.0582496456347675	0.43191149156327	0.265	0.209	1	RPL26
0.0583359388471108	-0.174846690317866	0.354	0.431	1	MEF2D
0.0583519475853743	-0.118793281443983	0.861	0.91	1	ITK
0.0583623477459091	0.234562515370222	0.485	0.431	1	ARL4A
0.0583692020810252	-0.372919388602164	0.24	0.308	1	KIF20A
0.0583886866531582	-0.358847733599725	0.23	0.294	1	OPTN
0.0584098498605623	-0.0541754180535443	0.556	0.659	1	LYRM4
0.0584115715548214	-0.357694315041384	0.104	0.156	1	ERCC6L
0.0584871784318055	0.185748884744624	0.795	0.73	1	CYTIP
0.0584887183113534	-0.179646359790727	0.402	0.474	1	BCL2L1
0.058489184118205	0.356973183032787	0.321	0.256	1	PPM1D
0.0585391887606998	0.225671202305286	0.321	0.251	1	ZNF837
0.0585737148666238	-0.199657454352998	0.308	0.389	1	RP3-382I10.7
0.0585829271628807	0.398002564665299	0.29	0.232	1	RNF146
0.0586054545989012	0.30997581452718	0.146	0.095	1	FHL1
0.0586370391878565	-0.210767250558336	0.24	0.313	1	GRSF1
0.0586974370490823	-0.327971628291268	0.179	0.242	1	PFKP
0.0587526686600735	0.22543325268819	0.47	0.398	1	STAP2
0.0587649658868404	0.411103612483607	0.306	0.246	1	ZNF43
0.0588289059878016	0.081428337320691	0.146	0.095	1	KIAA1143
0.0589298532380069	-0.126252900130004	0.482	0.555	1	ZNF292
0.0589746629204526	-0.121580871728083	0.823	0.863	1	IQGAP2
0.0590365291502117	-0.0735407123659428	0.124	0.185	1	SLC5A3
0.0591356494660941	0.547647790456632	0.333	0.27	1	EPB41L2
0.0591841642724314	0.34143645216872	0.318	0.256	1	HFE2
0.059218463396289	-0.275132575425037	0.111	0.166	1	PPARA
0.0592427147837835	-0.3468909140773	0.066	0.109	1	APOBEC3G
0.0593159940025936	0.449274753814684	0.134	0.085	1	UQCR11
0.0593343563747315	0.190629903881499	0.384	0.318	1	PSENEN
0.0593526350091998	-0.187486449423423	0.53	0.592	1	KIAA2026
0.0595069225736945	0.528487928902414	0.152	0.1	1	SRR
0.0595076278563817	0.494794823739908	0.348	0.28	1	ZNF804B
0.059530590167541	0.367152517417251	0.306	0.242	1	PTP4A3
0.0595724466141881	0.297117090040243	0.449	0.374	1	MMS19
0.0595746529564348	-0.33017197762185	0.146	0.209	1	GMFB
0.0596039187868705	-0.171957852431896	0.619	0.692	1	CLCN3
0.0596657510363494	-0.11370568056281	0.293	0.384	1	ANKRD37
0.0596928725897554	0.205887174719847	0.442	0.37	1	DHX9
0.0597442753735525	0.302908811973874	0.225	0.161	1	TCHP
0.0597578174102723	-0.289722124192921	0.199	0.261	1	LTBP2
0.0598466594632735	-0.14652717557043	0.364	0.46	1	RCHY1
0.0599262048585935	-0.343483035787459	0.136	0.19	1	C4orf45
0.0599314306770808	-0.1310768193528	0.634	0.739	1	RUNX2
0.0600028466344382	-0.274472840544937	0.22	0.289	1	RPL32
0.0600584626760566	0.343076719468493	0.202	0.142	1	IRGQ
0.060062421320326	0.253262868543579	0.391	0.318	1	HIST1H2AK
0.0600986055364098	-0.230317501875277	0.265	0.332	1	MARCH5
0.0601117446458484	-0.272331280215405	0.144	0.209	1	MED4
0.0601192857474282	-0.207978846634666	0.111	0.166	1	IPO4
0.0602326056701734	0.217087236724739	0.273	0.209	1	RALGPS2
0.060347863477785	-0.182994161253418	0.159	0.218	1	ZNF341
0.0604451580928806	0.00179838950495137	0.071	0.118	1	ZNF605
0.0605616121625366	-0.233767260467431	0.308	0.379	1	FAM35A
0.0606740989988441	0.270933683487031	0.364	0.299	1	ZNF511
0.0607317549261866	-0.218144144995029	0.386	0.46	1	ANKRD13C
0.0608833731563294	0.0931736565111903	0.351	0.27	1	FAM65A
0.0609430206061309	-0.384051344027911	0.197	0.256	1	KIFC2
0.0609727328913552	0.495814218695122	0.159	0.104	1	NCKIPSD
0.061021530470345	-0.235213833278928	0.174	0.237	1	PRDM4
0.0611594926877764	-0.422414309945691	0.088	0.137	1	MRPL43
0.0611963474940913	-0.246878143155116	0.139	0.199	1	KHDC1
0.061212232831653	-0.319932715265348	0.192	0.261	1	ZSCAN25
0.0612224261754994	0.251410685908147	0.326	0.246	1	BAG3
0.0612586848400429	-0.16469665901034	0.556	0.649	1	DYRK1A
0.0612826625030912	0.351993048562075	0.29	0.223	1	GOLGA2
0.0613146194500186	0.145805384875168	0.28	0.223	1	TMC1
0.0613658115474252	-0.278794626010335	0.068	0.114	1	IL12A
0.061628499434532	-0.357422886957405	0.149	0.209	1	LYPLA1
0.0616674794372206	-0.284868771895488	0.172	0.232	1	TAF1A
0.0617048492981778	-0.0788350098585173	0.167	0.232	1	CKAP5
0.0617297810177121	0.256655462332994	0.333	0.27	1	RAD54B
0.0617541303864955	0.28371609208536	0.255	0.185	1	POLD2
0.0618914008562935	0.277181733140537	0.333	0.261	1	NBEA
0.0620242281223229	0.420426453500256	0.167	0.114	1	FXYD1
0.062066620151037	-0.150499080301565	0.301	0.379	1	CYB5R4
0.0621847490496849	-0.143286831475665	0.268	0.355	1	TSPOAP1
0.0622458004764207	0.315161929285065	0.366	0.303	1	CREBL2
0.0622518695923718	0.213910174038351	0.404	0.336	1	ZPLD1
0.0622642218763276	-0.182629618637258	0.341	0.422	1	WDFY1
0.0622886384605275	-0.173109181664164	0.189	0.251	1	P2RY14
0.0624099658385259	-0.378797155838382	0.179	0.242	1	NT5M
0.0624273433800474	0.306412128712071	0.27	0.199	1	RAVER1
0.0624700507883094	-0.207668628388872	0.295	0.365	1	MAP4K5
0.0624884769973509	-0.37046439199765	0.24	0.308	1	UBE2K
0.0625933470866508	0.286905260883309	0.119	0.071	1	LRRK1
0.0627010415658621	0.162584704968589	0.624	0.573	1	FBXL19
0.0628655429379764	0.168144718850729	0.144	0.095	1	SSPN
0.0628923942046334	0.226172589080335	0.583	0.536	1	CCM2
0.0629124261082625	0.330894226862083	0.242	0.18	1	AMPH
0.0631089791202094	0.0899390491931449	0.351	0.299	1	ZNF627
0.063162695382131	-0.102930983201119	0.336	0.436	1	ATP2B2
0.0632056161635064	0.375126795883408	0.293	0.227	1	UBE2M
0.0632105632178118	-0.378928017268186	0.073	0.118	1	CLCF1
0.0633190114666552	0.567992190639089	0.106	0.062	1	ADGRE1
0.0634754726277094	-0.253639627543328	0.245	0.313	1	DENND1A
0.0634968165596354	-0.396003239607926	0.101	0.152	1	CUL7
0.0635390399813828	0.154009505433311	0.687	0.626	1	FAM117B
0.0636088538871494	0.259193523962711	0.417	0.355	1	SYDE2
0.0636238654535503	-0.159901178624833	0.419	0.493	1	TOX
0.0637063956550605	-0.193052142634387	0.348	0.427	1	PLXDC1
0.0637287672314585	0.337201420793968	0.447	0.398	1	CPSF6
0.0637692008509449	0.39151714494822	0.164	0.109	1	TMPRSS15
0.0638368089733244	0.118801956639847	0.641	0.559	1	KAT6A
0.0639321050237452	-0.280047361621703	0.174	0.237	1	HIST1H4F
0.0639372937945996	-0.128271475734848	0.253	0.332	1	BCAS4
0.0639415923694367	-0.170904988296279	0.116	0.175	1	GLYCTK
0.0639719392197888	0.337781442677985	0.354	0.284	1	VAMP4
0.0639734478738843	-0.188501309773945	0.356	0.441	1	RPL36A-HNRNPH2
0.0640229936605199	-0.497670568486479	0.088	0.133	1	NUMBL
0.0640250455765213	-0.12850963545819	0.604	0.697	1	HSPA13
0.0640492574980779	-0.132554422040762	0.245	0.318	1	PRMT9
0.0640577175480774	-0.18255058308958	0.174	0.242	1	PODXL
0.0640651157078548	-0.0061969921999605	0.518	0.626	1	EIF4E3
0.0641028371339544	-0.136923733630802	0.515	0.602	1	RAB30
0.0642344128093847	-0.253675081403342	0.174	0.237	1	INO80E
0.0643046185928935	0.39302634168483	0.215	0.156	1	SCML1
0.0643569201468631	-0.301749378076983	0.141	0.199	1	POFUT1
0.0644142609488325	0.433578646610456	0.131	0.081	1	CMYA5
0.0645767890286023	-0.184255130095034	0.341	0.408	1	SLU7
0.0646076085702014	0.322801331052832	0.253	0.194	1	ZPBP
0.0646947194419633	0.0104418464354585	0.144	0.213	1	TIMM8B
0.06475433691356	0.183366234517269	0.399	0.322	1	CTDSPL2
0.064811296487774	0.187152024437093	0.417	0.346	1	CARM1
0.0648376007905589	-0.234420976814643	0.449	0.521	1	NR1D2
0.0650618173030363	-0.295663370313245	0.159	0.218	1	GRIPAP1
0.0651798582800777	-0.410440546966216	0.202	0.265	1	PDCL
0.0652366962263469	0.240199927340141	0.273	0.209	1	ZW10
0.0652406587945983	-0.32870042160403	0.154	0.209	1	FCRLB
0.0654071006262738	0.216287684967652	0.21	0.152	1	ZNF592
0.0654817274578444	-0.182648079127629	0.212	0.284	1	GBP5
0.0654894796463058	0.356370864164695	0.177	0.118	1	KLHL11
0.0655155759745866	-0.336958251511857	0.086	0.133	1	SCN9A
0.0655375156047459	0.239444718941355	0.53	0.498	1	IL6ST
0.0655455800819801	0.280710769995546	0.457	0.408	1	ATP7B
0.0656084847035211	0.510045279636129	0.157	0.104	1	RCC1L
0.0657181277184201	-0.0865095079216354	0.449	0.569	1	CNOT8
0.0657341951275768	0.526353304918497	0.227	0.166	1	CDK20
0.0657346460250081	0.267980529350697	0.169	0.114	1	CACNB2
0.0657430817500757	-0.0876692526770748	0.268	0.351	1	ANKIB1
0.0657675071287276	0.291922672803976	0.399	0.346	1	KIF5C
0.0657938281310394	0.299594996906105	0.101	0.057	1	RFTN2
0.065961529403001	-0.131738542670613	0.538	0.607	1	CCDC12
0.0659642276487857	0.281726261772795	0.318	0.256	1	IL12RB1
0.0659733398453571	-0.22745276902595	0.088	0.137	1	HAUS4
0.0660040844245789	-0.501096386199498	0.24	0.303	1	WDR48
0.0660222840556491	0.298938932196501	0.169	0.114	1	SLC9A7
0.0660333376309263	-0.21166367893419	0.215	0.284	1	FAM210A
0.0660576788024034	-0.13123556162554	0.066	0.109	1	ZNF785
0.0660627119392352	-0.139635587787754	0.189	0.251	1	TCTN1
0.0661038602555892	-0.126987981240375	0.134	0.194	1	JMJD7
0.0661235787774809	-0.216948323297662	0.318	0.393	1	RABGGTA
0.0661992419955462	0.368801627827436	0.492	0.436	1	LMO7
0.066263617699401	0.353550164475646	0.157	0.104	1	KCNK12
0.066358649478153	-0.136723418707352	0.333	0.417	1	NCOA6
0.0664257156100129	0.234779637984406	0.437	0.384	1	AHI1
0.0665009586714313	0.107185665975917	0.952	0.962	1	UBAC2
0.0665026926348048	0.234785796529152	0.422	0.341	1	PTBP1
0.0665681630051259	-0.372881494040647	0.073	0.118	1	ITPRIPL1
0.0666824267057164	-0.393652199643787	0.152	0.209	1	LZTS1
0.0667096046340209	-0.316281880188769	0.101	0.152	1	KIF3C
0.0667646256035956	-0.275049363837728	0.321	0.403	1	RNF20
0.0667752886221238	0.193992919024193	0.515	0.474	1	MAP1LC3B
0.0668704387055382	0.510975817714543	0.205	0.152	1	ATP2A3
0.0668888950268861	0.0890314759746687	0.348	0.28	1	PEX3
0.0668976153780912	-0.357711183959331	0.27	0.322	1	CYHR1
0.0669460645650579	0.166997492034463	0.548	0.464	1	MFSD11
0.066983238341135	0.253653641293956	0.505	0.46	1	IFT27
0.066985368538717	0.342961358863864	0.285	0.223	1	ACOT8
0.0669919594485164	0.204389836089251	0.619	0.569	1	PPP4R3B
0.0672200948074465	-0.297324020917624	0.081	0.128	1	CETP
0.0672661007117198	0.113978313619663	0.722	0.659	1	MXI1
0.0673487623894362	-0.192642448437955	0.321	0.398	1	CUL1
0.0674056549445492	-0.105473601960553	0.169	0.227	1	SPDYA
0.0674299258465562	-0.397172334974948	0.189	0.251	1	BTF3
0.0675154771537296	0.498292400995848	0.124	0.076	1	MAP7D3
0.067608252292885	-0.146937948469684	0.568	0.64	1	VCPIP1
0.0676699836123524	0.226482016091559	0.374	0.308	1	MYL6B
0.0676734548377026	0.142495524941637	0.207	0.147	1	IQCJ-SCHIP1
0.0676936113129403	-0.35929636623587	0.278	0.341	1	MAPK1IP1L
0.0677998636243857	-0.252924737433706	0.283	0.351	1	KIAA1161
0.0678258296594615	0.20339525316104	0.525	0.45	1	SPECC1
0.0679539990610958	-0.30503136157203	0.096	0.142	1	AREL1
0.0681151685911931	-0.370456683942394	0.073	0.118	1	SGCB
0.0682191046476438	0.231534532378355	0.23	0.166	1	MORN1
0.0682605583176766	-0.106608466337579	0.624	0.711	1	PCED1B
0.068266765907534	-0.335280949029418	0.247	0.313	1	C5orf34
0.0683276146042783	-0.386972614508854	0.429	0.493	1	DOCK2
0.0683632477099424	0.150942958889457	0.5	0.422	1	HIST1H2AE
0.0683885006122844	-0.202476333423987	0.169	0.237	1	TMEM253
0.0684131595279601	-0.348950649866343	0.073	0.118	1	CASP1
0.0684520582877713	-0.161660395946347	0.207	0.28	1	CAPN5
0.06846513492357	0.387161373676114	0.247	0.19	1	TCF3
0.0685921740501654	-0.220083886751371	0.495	0.559	1	CXCR4
0.0688577518494376	0.0956468904219461	0.861	0.839	1	FAM107B
0.0688688503208815	-0.29607381585333	0.253	0.322	1	TTC31
0.0688900714181273	0.423456634339137	0.301	0.246	1	ACVR2A
0.0690467614324866	-0.282990983660638	0.109	0.161	1	WISP1
0.0690553463993541	-0.319188059614634	0.134	0.19	1	EIF1AD
0.0690704755642596	-0.145082752303806	0.374	0.445	1	MCFD2
0.0691411133436369	-0.258707802536267	0.172	0.232	1	HIRIP3
0.069143429186064	0.438116541533907	0.134	0.085	1	CAD
0.0691440103167249	0.244410952386706	0.348	0.289	1	ZCCHC8
0.0692248283727558	0.296175120788547	0.391	0.327	1	LTBP3
0.0693521524256898	-0.296656486525251	0.134	0.19	1	DDX56
0.0694792560570339	-0.197824171601894	0.068	0.114	1	SLC30A4
0.0695415490435775	0.287692694340862	0.237	0.175	1	CTD-2207O23.10
0.0696498748861567	0.256182457899381	0.429	0.379	1	BSDC1
0.0696759673893001	-0.190608292709205	0.242	0.313	1	RP3-468K18.5
0.0697067973439538	-0.234559066501995	0.192	0.256	1	COX7B
0.0697312562204777	0.26379007690066	0.399	0.336	1	ABCC4
0.0697399842038294	0.327857599856151	0.364	0.294	1	STK38
0.0700783677175825	-0.306251175312982	0.093	0.142	1	ZMYND10
0.0701566874564823	-0.296063952220643	0.303	0.355	1	CYP46A1
0.0703006812488529	-0.343125021084572	0.184	0.246	1	SNAP29
0.0703319366818718	0.16778051409037	0.679	0.616	1	HIST1H2BD
0.0703580424616847	0.18813074779557	0.566	0.512	1	MARCH1
0.0703940989404013	-0.250968140578998	0.28	0.355	1	RNF213
0.0704199106339928	-0.0861262509019574	0.235	0.303	1	ENPP4
0.0704326613719481	0.505644293855465	0.106	0.062	1	CHMP2A
0.0704675642646509	0.275487885612918	0.581	0.536	1	PRR11
0.070471575471301	-0.267738137967181	0.109	0.161	1	MAGEE1
0.0705106243273895	-0.125053712953069	0.455	0.531	1	OSTF1
0.0705455530005411	-0.193956292722776	0.192	0.256	1	TCEA1
0.0705474983192729	0.187510462415778	0.621	0.573	1	CKAP4
0.070554383341346	0.349794625842172	0.364	0.308	1	TMEM107
0.0706022914027597	-0.248260851920026	0.109	0.161	1	ROM1
0.0706329550742333	0.640029913445474	0.126	0.081	1	FOLR3
0.070638300557706	0.248633468466167	0.545	0.507	1	HDAC7
0.0706528295762563	-0.0768783185640098	0.308	0.393	1	ANKRD28
0.0706863228422519	0.44292357640808	0.109	0.066	1	PTPRT
0.0707187704422585	0.245872738140779	0.414	0.36	1	AP1S2
0.0709207132860747	-0.179316342541714	0.293	0.37	1	ZFAND2B
0.0709762815551321	-0.0996857172817507	0.46	0.555	1	SMIM20
0.0709860714873094	-0.815535931102957	0.078	0.123	1	FAM110B
0.0710336865442564	0.265977113978964	0.295	0.232	1	DDX59
0.0710596221799156	-0.251975141016385	0.237	0.299	1	PPP1R18
0.0710907822250117	0.445384381180875	0.129	0.081	1	PHEX
0.0711870935399615	-0.143401846967933	0.242	0.322	1	MDH1B
0.0713669968883115	0.171314120881416	0.667	0.616	1	PNKP
0.0714229469208149	-0.431106956773572	0.071	0.114	1	ERBB3
0.0716841853371017	0.456999452312396	0.207	0.152	1	CTD-2583A14.9
0.0716860504447006	-0.167585754825119	0.391	0.469	1	ORMDL1
0.0717645300501299	-0.428569438223859	0.091	0.137	1	HPRT1
0.0717943953381921	-0.142019283603874	0.336	0.412	1	CARS
0.0718786220075057	0.186351885394398	0.523	0.445	1	SP2
0.0719496220979684	0.463916053853009	0.177	0.123	1	ZYG11B
0.0719962682029073	-0.239024106081103	0.179	0.242	1	SLK
0.0719995389756024	-0.229578446583383	0.126	0.185	1	MRPL14
0.0720160985594756	-0.213069368099046	0.293	0.365	1	PDLIM5
0.0721161390084141	-0.0964011352658298	0.74	0.82	1	NEDD9
0.0721877309262201	0.335701273907393	0.331	0.27	1	CHMP3
0.0723056676557934	-0.771195330204964	0.109	0.156	1	RNF130
0.0725806488171779	-0.0733867812720868	0.457	0.564	1	FAXDC2
0.0726254358732941	0.133630543841827	0.447	0.389	1	SPATS2L
0.0726729099919751	0.148568351314776	0.659	0.607	1	AC104532.2
0.0726793371986131	0.502407362768292	0.134	0.085	1	DHDH
0.0727001016370223	0.226919035336822	0.26	0.194	1	PNPLA6
0.0727828094448526	-0.170881196778714	0.48	0.573	1	NIPBL
0.0728985244540325	-0.353935002239636	0.126	0.18	1	PSMA4
0.0730301931396755	0.617835976361609	0.126	0.081	1	ZFP14
0.073083951288749	0.389257021462731	0.184	0.133	1	ERCC2
0.0730898702140603	-0.248502234753584	0.27	0.332	1	ZNF786
0.0731547269686555	-0.271967244165844	0.313	0.374	1	RP11-434D12.1
0.0732008182425025	0.208439904605341	0.614	0.564	1	FRYL
0.0732229880559231	-0.239657951661334	0.23	0.294	1	NSD1
0.0732620792325865	-0.31751143814091	0.114	0.166	1	PUS1
0.0732967203666151	-0.648296013835974	0.081	0.123	1	C11orf88
0.073315031440833	0.450701537028808	0.197	0.142	1	ZNF823
0.0733185866300889	-0.130640201923324	0.316	0.398	1	DHCR7
0.0733235979320501	-0.429862149768901	0.275	0.336	1	PCID2
0.0733760525051319	-0.145831545770009	0.081	0.128	1	XKR4
0.0734065289655735	-0.320007251529996	0.098	0.147	1	CECR5
0.0734166204604743	0.298302265939988	0.237	0.175	1	TARSL2
0.0734332685012272	-0.179178073772379	0.225	0.294	1	RBM28
0.0734333580682382	-0.15603780059519	0.308	0.384	1	HOMER1
0.0734870429826067	-0.139881890938374	0.503	0.559	1	AZI2
0.0735320933857376	-0.353288013974751	0.121	0.175	1	NDNF
0.0735666191109794	0.212504471859159	0.624	0.564	1	ATG16L1
0.0736110493212326	0.139304035553463	0.556	0.493	1	RGL1
0.0736593514637092	-0.300457079976442	0.139	0.194	1	PSKH1
0.0736640529594263	0.450795321164451	0.144	0.095	1	RNF151
0.0738214673872604	-0.176034927680691	0.409	0.498	1	RDH10
0.0738896738951979	-0.429851518024446	0.23	0.294	1	B3GLCT
0.0738904019623676	0.195632930024138	0.568	0.526	1	RALGDS
0.0739332197157244	0.336061375662594	0.124	0.076	1	AFAP1L1
0.0739372519626679	0.500571246660935	0.134	0.085	1	KIF6
0.0739517868572785	-0.0885389023982375	0.22	0.289	1	ZNF680
0.0739985462269264	0.228770183445711	0.169	0.114	1	MED12
0.0740393904176334	0.281445005928714	0.338	0.28	1	ANKRD26
0.0740719854025938	-0.457701110060298	0.116	0.171	1	ELOVL4
0.0741592210400067	-0.262612068104462	0.119	0.175	1	ANAPC7
0.074163876766991	-0.146167712781664	0.237	0.308	1	PCLO
0.0742288945529636	-0.166401713208799	0.308	0.393	1	SEPT2
0.0742987453955081	-0.29958695099752	0.326	0.384	1	SERINC1
0.0743001547746807	0.119722084484394	0.394	0.318	1	LMBR1L
0.0744349318592034	-0.179164891105678	0.293	0.374	1	RPL36AL
0.0744349318592034	-0.178877808723614	0.293	0.374	1	MGAT2
0.0744890978274126	0.251800790900053	0.26	0.199	1	MUTYH
0.0744917308752507	-0.337157540264191	0.083	0.128	1	MRPL15
0.0746900405013978	-0.325257817418178	0.068	0.109	1	PPT2
0.0747135026527087	0.290753018286508	0.177	0.123	1	DOCK1
0.0748675013170567	0.0703182344296609	0.881	0.882	1	CDC14A
0.0749531303729753	-0.279985728013171	0.071	0.114	1	ETV7
0.0749784820228676	0.598353459276565	0.109	0.066	1	CSRNP3
0.074995563941069	-0.21331148154176	0.414	0.488	1	CNOT10
0.0750510935286546	-0.24025421775782	0.394	0.479	1	RPAP2
0.07506841270434	-0.23986373129187	0.179	0.242	1	C17orf107
0.0751205338042994	-0.217705510187365	0.245	0.318	1	ZNF281
0.0752231674932596	-0.113368005469568	0.644	0.711	1	TSPAN14
0.0752626568798781	-0.248626504785586	0.076	0.118	1	MELTF
0.0753117147716055	0.195338789071526	0.409	0.355	1	KCNIP2
0.0753471224357461	-0.339356404861211	0.116	0.166	1	OSTC
0.0753471448555427	-0.229586625394384	0.116	0.166	1	BID
0.0753953363245173	-0.257710909119018	0.184	0.242	1	ABHD14A-ACY1
0.0754181390098031	-0.475793467015873	0.119	0.071	1	NEK5
0.0754286982620899	0.332984787502269	0.354	0.294	1	LBR
0.0754682459693077	-0.0815343678124003	0.159	0.223	1	HS6ST1
0.0754943375122804	-0.0537617399801587	0.338	0.422	1	CRY2
0.0755579023652737	-0.193268315625754	0.124	0.18	1	ASL
0.0755742758575114	0.350399680181581	0.212	0.152	1	COX6B1
0.0756670689641913	0.357160274792848	0.354	0.294	1	GANAB
0.0757440922225335	-0.373464625338792	0.076	0.118	1	PDZD4
0.0757671506342654	-0.272074152048169	0.111	0.161	1	MRPL3
0.0758097443522051	-0.118279797450329	0.116	0.171	1	MICA
0.0760158542911757	-0.249779620069027	0.27	0.341	1	PHF11
0.0760287259027622	-0.423201818270611	0.068	0.109	1	TMEM214
0.0760298373680517	-0.352559947212998	0.124	0.175	1	PPP2R3A
0.0760673534280921	-0.156880984826087	0.255	0.318	1	PARD6A
0.0760689525433923	-0.177168933694879	0.331	0.398	1	TEX264
0.0761311713128749	-0.0852979376845304	0.664	0.744	1	OGDH
0.0762715254282686	-0.228193972424847	0.253	0.322	1	CDHR2
0.0763530189486527	-0.208392848513129	0.389	0.455	1	ERCC4
0.076468963008936	0.324211204945184	0.232	0.171	1	CRAT
0.0765113181336499	0.185251360695714	0.369	0.308	1	TGOLN2
0.0765325857172153	0.363091380303286	0.129	0.081	1	MORC1
0.0768925162374995	-0.184636200921785	0.366	0.441	1	UFL1
0.0769274845523347	-0.188963091751464	0.338	0.408	1	MPZL3
0.0769285645421731	-0.250544604760057	0.331	0.393	1	XPOT
0.0769398547709207	-0.189446668336224	0.513	0.583	1	TBC1D31
0.0769497632227201	-0.241802134063305	0.086	0.133	1	AGBL2
0.0769501689370433	0.335593367286632	0.207	0.152	1	ENGASE
0.0769581173166588	0.328876841448338	0.323	0.261	1	ITPR3
0.0770862516433691	-0.473494232293497	0.073	0.114	1	LUC7L
0.0771256806275871	0.518544180581552	0.116	0.071	1	TSTA3
0.0771790501324139	-0.313803393407335	0.227	0.294	1	SPRED2
0.077195824171219	-0.263600060788618	0.106	0.156	1	C2orf74
0.0772744524864774	0.138773697011022	0.47	0.417	1	CCNY
0.0772816488953721	-0.303640149299371	0.086	0.128	1	BUB1B-PAK6
0.0773357488396046	-0.0816765177550955	0.295	0.374	1	TMEM131
0.0773787628521607	0.291597810320292	0.172	0.118	1	TRMT44
0.0773869208337589	-0.299450729207423	0.068	0.109	1	PPT2-EGFL8
0.0775806265983356	-0.375207269942435	0.119	0.166	1	TMEM33
0.0776205612906872	-0.181476628154192	0.311	0.379	1	VAC14
0.0776768431576691	-0.327880089215322	0.338	0.417	1	COX7C
0.0778932365775833	-0.184412034651799	0.222	0.284	1	PAPD4
0.0779956880340771	0.186395928542982	0.556	0.483	1	VGLL4
0.0780009812335973	-0.332481885736177	0.23	0.303	1	DYNC1LI1
0.0780027453245072	-0.163771872933272	0.354	0.436	1	GXYLT1
0.078101073215198	0.241174351410223	0.457	0.403	1	SCYL3
0.0781727894678445	-0.197173641992947	0.078	0.123	1	RP11-249L12.1
0.0782112728753736	-0.357903462923288	0.187	0.246	1	POLR2H
0.0782116994668854	0.21392877211977	0.571	0.507	1	COX10
0.0783738460873684	-0.188727127672124	0.23	0.171	1	PLXDC2
0.0784920913230794	-0.0656991245223628	0.222	0.294	1	FEM1B
0.0785252579791817	-0.24279658296512	0.141	0.194	1	PGP
0.0785771182568174	0.25813264249062	0.369	0.308	1	LMTK3
0.0786275179431059	-0.197077718010576	0.621	0.659	1	NCK1
0.0786975133188648	-0.264905754834704	0.434	0.493	1	JAZF1
0.0787090427740019	-0.201052652327232	0.278	0.351	1	SIRT1
0.0790059282369376	0.359201092093213	0.157	0.104	1	ABLIM3
0.0790359703398802	0.420249761585464	0.205	0.152	1	DRAP1
0.079098359672767	0.283274164447615	0.386	0.313	1	C2orf15
0.0791441579100239	-0.0954333645376935	0.126	0.185	1	CNN2
0.0793718059819194	-0.102628335380826	0.472	0.54	1	LRRD1
0.0794828496068131	0.363783864413327	0.172	0.118	1	ZNF850
0.0795493448745984	0.265061283143739	0.172	0.118	1	UBA2
0.0795877751749073	-0.165067992732961	0.258	0.318	1	ACD
0.0796116808667904	-0.323800513274255	0.086	0.133	1	SRRM3
0.0796687275758557	0.367601577352946	0.114	0.071	1	CRISPLD2
0.079685420594924	-0.161512243087592	0.242	0.313	1	PIGA
0.0797481944113914	-0.181800268006715	0.316	0.393	1	NMRAL1
0.0797617700855355	0.0989952956852012	0.49	0.412	1	SNX29
0.0799979926989352	-0.0328743779200613	0.543	0.621	1	TRPS1
0.0800318884277998	-0.12556340849515	0.583	0.654	1	TPP2
0.0800855648370703	0.291037545629954	0.414	0.365	1	LENG1
0.0801049687411095	-0.16709702947942	0.169	0.237	1	ALDH18A1
0.0802093759810856	-0.271284204684815	0.217	0.28	1	CEBPZOS
0.0802298823793304	0.495267090849214	0.159	0.109	1	BAK1
0.0802837921796343	-0.736238997393841	0.136	0.185	1	CMPK2
0.0804054534876618	0.314416922005708	0.217	0.161	1	MYO1C
0.0804314713209096	-0.251587232737633	0.27	0.322	1	CPT1A
0.0804411096629618	0.297301161123503	0.227	0.171	1	TYK2
0.0804581381207131	0.247305137524051	0.295	0.237	1	XRRA1
0.0805324767214514	-0.141802906873234	0.563	0.645	1	DUSP1
0.0805412466424088	-0.166683806330379	0.187	0.251	1	TTC30A
0.0805495660567772	0.2254077793297	0.573	0.55	1	SCAF1
0.0806739128985698	0.169770816073596	0.568	0.502	1	CXorf40B
0.0807254597145724	-0.194337523810402	0.328	0.408	1	EP300
0.0808090659567116	-0.175673614528032	0.073	0.114	1	TMCO3
0.0808457334149421	-0.433670465854839	0.215	0.275	1	C9orf40
0.0808491009384978	0.156833025720266	0.505	0.431	1	TRIP12
0.0809701263497397	0.150780362570978	0.689	0.664	1	DNM2
0.0810468521041299	0.183948313812413	0.278	0.213	1	KLHL5
0.0811653267990169	0.331808345690167	0.303	0.237	1	LIMA1
0.0812371503908966	-0.323006585990714	0.217	0.275	1	ADCY4
0.0812753642911102	-0.468443009615042	0.081	0.123	1	DLX2
